Years,predicted_mean,% Change
2018,66.0,
2019,14.555310575905457,-77.94649912741598
2020,8.184710212170152,-43.76822006313667
2021,13.144362038413504,60.596547680682214
2022,11.78130681420551,-10.369884975965793
2024,11.269050175239293,-4.348045993917715
2025,11.2692101416696,0.0014195200821687237
2026,11.2692101416696,0.0
2027,11.2692101416696,0.0
2028,11.2692101416696,0.0
2029,11.2692101416696,0.0
2030,11.2692101416696,0.0
2031,11.2692101416696,0.0
2032,11.2692101416696,0.0
2033,11.2692101416696,0.0
