Years,predicted_mean,% Change
2018,508.0,
2019,4.241365064354121,-99.16508561725313
2020,3.8093750289818185,-10.185165125324724
2021,2.065153671891075,-45.78759885337267
2024,3.704745045370671,79.39318975610234
2025,4.229865791266034,14.174274868159609
2026,4.229865791266034,0.0
2027,4.229865791266034,0.0
2028,4.229865791266034,0.0
2029,4.229865791266034,0.0
2030,4.229865791266034,0.0
2031,4.229865791266034,0.0
2032,4.229865791266034,0.0
2033,4.229865791266034,0.0
2034,4.229865791266034,0.0
2035,4.229865791266034,0.0
2036,4.229865791266034,0.0
2037,4.229865791266034,0.0
2038,4.229865791266034,0.0
2039,4.229865791266034,0.0
2040,4.229865791266034,0.0
2041,4.229865791266034,0.0
2042,4.229865791266034,0.0
2043,4.229865791266034,0.0
2044,4.229865791266034,0.0
2045,4.229865791266034,0.0
2046,4.229865791266034,0.0
2047,4.229865791266034,0.0
2048,4.229865791266034,0.0
2049,4.229865791266034,0.0
2050,4.229865791266034,0.0
2051,4.229865791266034,0.0
2052,4.229865791266034,0.0
2053,4.229865791266034,0.0
2054,4.229865791266034,0.0
2055,4.229865791266034,0.0
2056,4.229865791266034,0.0
2057,4.229865791266034,0.0
2058,4.229865791266034,0.0
2059,4.229865791266034,0.0
2060,4.229865791266034,0.0
2061,4.229865791266034,0.0
2062,4.229865791266034,0.0
2063,4.229865791266034,0.0
2064,4.229865791266034,0.0
2065,4.229865791266034,0.0
2066,4.229865791266034,0.0
2067,4.229865791266034,0.0
2068,4.229865791266034,0.0
2069,4.229865791266034,0.0
2070,4.229865791266034,0.0
2071,4.229865791266034,0.0
2072,4.229865791266034,0.0
2073,4.229865791266034,0.0
2074,4.229865791266034,0.0
2075,4.229865791266034,0.0
2076,4.229865791266034,0.0
2077,4.229865791266034,0.0
2078,4.229865791266034,0.0
2079,4.229865791266034,0.0
2080,4.229865791266034,0.0
2081,4.229865791266034,0.0
2082,4.229865791266034,0.0
2083,4.229865791266034,0.0
2084,4.229865791266034,0.0
2085,4.229865791266034,0.0
2086,4.229865791266034,0.0
2087,4.229865791266034,0.0
2088,4.229865791266034,0.0
2089,4.229865791266034,0.0
2090,4.229865791266034,0.0
2091,4.229865791266034,0.0
2092,4.229865791266034,0.0
2093,4.229865791266034,0.0
2094,4.229865791266034,0.0
2095,4.229865791266034,0.0
2096,4.229865791266034,0.0
2097,4.229865791266034,0.0
2098,4.229865791266034,0.0
2099,4.229865791266034,0.0
2100,4.229865791266034,0.0
2101,4.229865791266034,0.0
2102,4.229865791266034,0.0
2103,4.229865791266034,0.0
2104,4.229865791266034,0.0
2105,4.229865791266034,0.0
2106,4.229865791266034,0.0
2107,4.229865791266034,0.0
2108,4.229865791266034,0.0
2109,4.229865791266034,0.0
2110,4.229865791266034,0.0
2111,4.229865791266034,0.0
2112,4.229865791266034,0.0
2113,4.229865791266034,0.0
2114,4.229865791266034,0.0
2115,4.229865791266034,0.0
2116,4.229865791266034,0.0
2117,4.229865791266034,0.0
2118,4.229865791266034,0.0
2119,4.229865791266034,0.0
2120,4.229865791266034,0.0
2121,4.229865791266034,0.0
2122,4.229865791266034,0.0
2123,4.229865791266034,0.0
2124,4.229865791266034,0.0
2125,4.229865791266034,0.0
2126,4.229865791266034,0.0
2127,4.229865791266034,0.0
2128,4.229865791266034,0.0
2129,4.229865791266034,0.0
2130,4.229865791266034,0.0
