Years,predicted_mean,% Change
2018,3870.0,
2019,23.326174580911083,-99.39725647077749
2020,24.967804642969753,7.037716606142941
2021,17.35042293930976,-30.508816504236947
2024,24.350807202599835,40.347052563368635
2025,24.13027566558149,-0.9056436412292701
2026,24.130282121430962,2.6754147208762902e-05
2027,24.130278893506375,-1.3377069407738418e-05
2028,24.129842137447163,-0.00180999175823926
2029,24.13071564956539,0.0036200490382443107
2030,24.035722076348563,-0.3936624781310072
2031,24.22483571066399,0.7868023840295502
2032,24.130278884330536,-0.390330103629255
2033,24.13027890261153,7.575955418559488e-08
2034,24.13027889357676,-3.7441616473898875e-08
2035,24.113863130747323,-0.06802972689142761
2036,24.14669465626523,0.136152077084839
2037,24.12239455807201,-0.100635298284657
2038,24.13816322894054,0.0653694260351001
2039,24.130278893491475,-0.032663361227147636
2040,24.13027885386973,-1.641992875001108e-07
2041,24.13027893315762,3.285825611598625e-07
2042,23.99552205372658,-0.5584555396326851
2043,24.26503573328597,1.1231832295873323
2044,24.130128154974656,-0.5559751891329512
2045,24.130429632037895,0.0012493802822088895
2046,24.130278893506254,-0.0006246823365363419
2047,24.130267408112704,-4.7597433916468646e-05
2048,24.13029037889987,9.519491339649022e-05
2049,23.920151792543567,-0.8708498035317924
2050,24.340405994468984,1.756904410850857
2051,24.13027803444125,-0.8632886406064189
2052,24.130279752570832,7.1202229001698925e-06
2053,24.130278893506745,-3.560108274847096e-06
2054,24.129102600066666,-0.004874761063766719
2055,24.131455186945885,0.009749997412722422
2056,24.06984763480042,-0.2552997805900681
2057,24.19071015221213,0.5021324573611485
2058,24.13027889145047,-0.24981185083619017
2059,24.13027889523101,1.566722307444479e-08
2060,24.130278893837346,-5.775591116474743e-09
2061,24.098941662716065,-0.12986684181791608
2062,24.161616124296486,0.2600714274410887
2063,24.126797303693234,-0.14410799519424256
2064,24.133760483319318,0.028860770613015063
2065,24.130278893503192,-0.014426221800500905
2066,24.13027872853053,-6.836749055771918e-07
2067,24.130279058485105,1.3673881582576541e-06
2068,23.9555947463083,-0.7239216411605409
2069,24.30496304070425,1.4583995851315423
2070,24.130230340116174,-0.71891777944878
2071,24.130327446896374,0.0004024279040448775
2072,24.130278893506276,-0.00020121314228127574
2073,24.13024038043763,-0.00015960473899179206
2074,24.130317406574925,0.0003192099874649301
2075,23.948470214585786,-0.7536046415186792
2076,24.312087572426766,1.5183322967306623
2077,24.13027867592141,-0.747812774052159
2078,24.130279111088882,1.803408400391504e-06
2079,24.130278893508535,-9.0169013367003e-07
2080,24.12734511921077,-0.012158062120681823
2081,24.133212667801782,0.02431908095159585
2082,24.095042393829686,-0.1581649094860138
2083,24.165515393182865,0.292479250300981
2084,24.1302788930578,-0.14581315379272874
2085,24.130278892430148,-2.6010971154732943e-09
2086,24.13027889503088,1.077786748737708e-08
2087,24.07556451876256,-0.22674572683694105
2088,24.18499326824999,0.45452205036415894
2089,24.128861006707652,-0.2320954193360425
2090,24.1316967803049,0.011752621047711465
2091,24.130278893505636,-0.005875619987150138
2092,24.13027823613747,-2.7242460287624226e-06
2093,24.130279550875724,5.4485001843573855e-06
2094,23.924512471432788,-0.8527339229912445
2095,24.336045315579764,1.7201305340636353
2096,24.1302642351225,-0.8455814319408894
2097,24.130293551890038,0.00012149376920067567
2098,24.13027889350629,-6.074681071499555e-05
2099,24.130157743834594,-0.0005020649459952509
2100,24.130400043177957,0.001004134933291212
2101,23.98735665494758,-0.5927932731095265
2102,24.273201132064973,1.191646421192627
2103,24.130278840784797,-0.5888069336325574
2104,24.130278946216897,4.3692864881705873e-07
2105,24.130278893517136,-2.183968117464019e-07
2106,24.123526302470594,-0.027983891426786034
2107,24.137031484541957,0.055983449111174366
2108,24.111495568522507,-0.1057955947723066
2109,24.149062218490045,0.15580389802356542
2110,24.130278893410466,-0.07778076394699962
2111,24.130278886758216,-2.7568058946769725e-08
2112,24.130278900350145,5.632727617665978e-08
2113,24.04308865406953,-0.3613312827451476
2114,24.217469132943023,0.7252831837975204
2115,24.129744534794924,-0.36223685334966227
2116,24.130813252217628,0.004429045741294324
2117,24.13027889350614,-0.002214424793323122
2118,24.13027639816203,-1.0341132483659976e-05
2119,24.130281388850655,2.0682268786487157e-05
2120,23.910166349084264,-0.9121942517756776
2121,24.350391437928288,1.8411628025368554
2122,24.13027472681237,-0.9039555346657124
2123,24.13028306020011,3.4534989068468747e-05
2124,24.130278893506347,-1.726748812824752e-05
2125,24.129922930126106,-0.0014751730877726743
2126,24.130634856886445,0.00295038969830852
2127,24.028106619965264,-0.42488826974198535
2128,24.232451167047287,0.8504396551671345
2129,24.130278881219674,-0.4216341348354913
2130,24.13027890574105,1.0162077845876638e-07
2131,24.130278893558103,-5.0488213609867216e-08
2132,24.115980828575044,-0.05925362506636889
2133,24.144576958437508,0.11857751117707593
2134,24.12110329495653,-0.09722126637955464
2135,24.13945449205602,0.07607942669574097
2136,24.130278893486114,-0.038010795036513834
2137,24.1302788637491,-1.232352664359837e-07
2138,24.130278923283612,2.467211768220068e-07
2139,24.003690371902326,-0.5246045923619214
