Years,predicted_mean,% Change
2018,2.0,
2019,61.58631110240423,2979.3155551202117
2020,48.008080158515845,-22.04748214471042
2021,27.074046509166763,-43.605229745134324
2022,37.819562198158046,39.68935964320315
2024,48.279106725434524,27.656439999154458
2025,55.07018063438245,14.06627912063303
2026,55.07018063438245,0.0
2027,55.07018063438245,0.0
2028,55.07018063438245,0.0
2029,55.07018063438245,0.0
2030,55.07018063438245,0.0
2031,55.07018063438245,0.0
2032,55.07018063438245,0.0
2033,55.07018063438245,0.0
2034,55.07018063438245,0.0
2035,55.07018063438245,0.0
2036,60.43060399414813,9.733803844505552
2037,49.709757274616784,-17.740757184173617
2038,55.07018063438245,10.783443037455442
2039,55.07018063438245,0.0
2040,55.07018063438245,0.0
2041,55.07018063438245,0.0
2042,55.07018063438245,0.0
2043,55.07018063438245,0.0
2044,55.07018063438245,0.0
2045,55.07018063438245,0.0
2046,55.07018063438245,0.0
2047,55.07018063438245,0.0
2048,55.07018063438245,0.0
2049,57.706416166362445,4.787047185267612
2050,52.43394510240247,-9.136715488897995
2051,55.07018063438245,5.027726841517399
2052,55.07018063438245,0.0
2053,55.07018063438245,0.0
2054,55.07018063438245,0.0
2055,55.07018063438245,0.0
2056,55.07018063438245,0.0
2057,55.07018063438245,0.0
2058,55.07018063438245,0.0
2059,55.07018063438245,0.0
2060,55.07018063438245,0.0
2061,55.07018063438245,0.0
2062,55.87797990999142,1.4668542327326728
2063,54.26238135877349,-2.891297347936239
2064,55.07018063438245,1.4886911620555887
2065,55.07018063438245,0.0
2066,55.07018063438245,0.0
2067,55.07018063438245,0.0
2068,55.07018063438245,0.0
2069,55.07018063438245,0.0
2070,55.07018063438245,0.0
2071,55.07018063438245,0.0
2072,55.07018063438245,0.0
2073,55.07018063438245,0.0
2074,55.07018063438245,0.0
2075,55.224412076953236,0.28006344049376075
2076,54.91594919181167,-0.5585625514885173
2077,55.07018063438245,0.2808499986626467
2078,55.07018063438245,0.0
2079,55.07018063438245,0.0
2080,55.07018063438245,0.0
2081,55.07018063438245,0.0
2082,55.07018063438245,0.0
2083,55.07018063438245,0.0
2084,55.07018063438245,0.0
2085,55.07018063438245,0.0
2086,55.07018063438245,0.0
2087,55.07018063438245,0.0
2088,55.08852974857977,0.03331950973455289
2089,55.05183152018514,-0.06661682307027572
2090,55.07018063438245,0.033330615332172187
2091,55.07018063438245,0.0
2092,55.07018063438245,0.0
2093,55.07018063438245,0.0
2094,55.07018063438245,0.0
2095,55.07018063438245,0.0
2096,55.07018063438245,0.0
2097,55.07018063438245,0.0
2098,55.07018063438245,0.0
2099,55.07018063438245,0.0
2100,55.07018063438245,0.0
2101,55.0715410103425,0.0024702587577918322
2102,55.068820258422406,-0.004940395475017123
2103,55.07018063438245,0.002470319781067154
2104,55.07018063438245,0.0
2105,55.07018063438245,0.0
2106,55.07018063438245,0.0
2107,55.07018063438245,0.0
2108,55.07018063438245,0.0
2109,55.07018063438245,0.0
2110,55.07018063438245,0.0
2111,55.07018063438245,0.0
2112,55.07018063438245,0.0
2113,55.07018063438245,0.0
2114,55.07024348938178,0.00011413617788669228
2115,55.070117779383125,-0.0002282720952151429
2116,55.07018063438245,0.00011413630816026199
2117,55.07018063438245,0.0
2118,55.07018063438245,0.0
2119,55.07018063438245,0.0
2120,55.07018063438245,0.0
2121,55.07018063438245,0.0
2122,55.07018063438245,0.0
2123,55.07018063438245,0.0
2124,55.07018063438245,0.0
2125,55.07018063438245,0.0
2126,55.07018063438245,0.0
2127,55.07018244446981,3.2868738175650947e-06
2128,55.0701788242951,-6.573747446392275e-06
2129,55.07018063438245,3.286873928587397e-06
2130,55.07018063438245,0.0
2131,55.07018063438245,0.0
2132,55.07018063438245,0.0
2133,55.07018063438245,0.0
2134,55.07018063438245,0.0
2135,55.07018063438245,0.0
2136,55.07018063438245,0.0
2137,55.07018063438245,0.0
2138,55.07018063438245,0.0
2139,55.07018063438245,0.0
2140,55.07018066687519,5.900240296341508e-08
2141,55.07018060188972,-1.1800482813129065e-07
2142,55.07018063438245,5.900240296341508e-08
2143,55.07018063438245,0.0
2144,55.07018063438245,0.0
2145,55.07018063438245,0.0
2146,55.07018063438245,0.0
2147,55.07018063438245,0.0
2148,55.07018063438245,0.0
2149,55.07018063438245,0.0
2150,55.07018063438245,0.0
2151,55.07018063438245,0.0
2152,55.07018063438245,0.0
2153,55.07018063474608,6.602940416655656e-10
2154,55.070180634018826,-1.3205991855613775e-09
2155,55.07018063438245,6.602940416655656e-10
2156,55.07018063438245,0.0
2157,55.07018063438245,0.0
2158,55.07018063438245,0.0
2159,55.07018063438245,0.0
2160,55.07018063438245,0.0
2161,55.07018063438245,0.0
2162,55.07018063438245,0.0
2163,55.07018063438245,0.0
2164,55.07018063438245,0.0
2165,55.07018063438245,0.0
2166,55.07018063438499,4.596323321948148e-12
2167,55.070180634379916,-9.2148511043888e-12
2168,55.07018063438245,4.596323321948148e-12
2169,55.07018063438245,0.0
2170,55.07018063438245,0.0
2171,55.07018063438245,0.0
2172,55.07018063438245,0.0
2173,55.07018063438245,0.0
2174,55.07018063438245,0.0
2175,55.07018063438245,0.0
2176,55.07018063438245,0.0
2177,55.07018063438245,0.0
2178,55.07018063438245,0.0
2179,55.07018063438247,2.220446049250313e-14
2180,55.07018063438244,-5.551115123125783e-14
2181,55.07018063438245,2.220446049250313e-14
2182,55.07018063438245,0.0
2183,55.07018063438245,0.0
2184,55.07018063438245,0.0
2185,55.07018063438245,0.0
2186,55.07018063438245,0.0
2187,55.07018063438245,0.0
2188,55.07018063438245,0.0
2189,55.07018063438245,0.0
2190,55.07018063438245,0.0
2191,55.07018063438245,0.0
2192,55.07018063438245,0.0
2193,55.07018063438245,0.0
2194,55.07018063438245,0.0
2195,55.07018063438245,0.0
2196,55.07018063438245,0.0
2197,55.07018063438245,0.0
2198,55.07018063438245,0.0
2199,55.07018063438245,0.0
2200,55.07018063438245,0.0
2201,55.07018063438245,0.0
2202,55.07018063438245,0.0
2203,55.07018063438245,0.0
2204,55.07018063438245,0.0
2205,55.07018063438245,0.0
2206,55.07018063438245,0.0
2207,55.07018063438245,0.0
2208,55.07018063438245,0.0
2209,55.07018063438245,0.0
2210,55.07018063438245,0.0
2211,55.07018063438245,0.0
2212,55.07018063438245,0.0
2213,55.07018063438245,0.0
2214,55.07018063438245,0.0
2215,55.07018063438245,0.0
2216,55.07018063438245,0.0
2217,55.07018063438245,0.0
2218,55.07018063438245,0.0
2219,55.07018063438245,0.0
2220,55.07018063438245,0.0
2221,55.07018063438245,0.0
2222,55.07018063438245,0.0
2223,55.07018063438245,0.0
2224,55.07018063438245,0.0
2225,55.07018063438245,0.0
2226,55.07018063438245,0.0
2227,55.07018063438245,0.0
2228,55.07018063438245,0.0
2229,55.07018063438245,0.0
2230,55.07018063438245,0.0
2231,55.07018063438245,0.0
2232,55.07018063438245,0.0
2233,55.07018063438245,0.0
2234,55.07018063438245,0.0
2235,55.07018063438245,0.0
2236,55.07018063438245,0.0
2237,55.07018063438245,0.0
2238,55.07018063438245,0.0
2239,55.07018063438245,0.0
2240,55.07018063438245,0.0
2241,55.07018063438245,0.0
2242,55.07018063438245,0.0
2243,55.07018063438245,0.0
2244,55.07018063438245,0.0
2245,55.07018063438245,0.0
2246,55.07018063438245,0.0
2247,55.07018063438245,0.0
2248,55.07018063438245,0.0
2249,55.07018063438245,0.0
2250,55.07018063438245,0.0
2251,55.07018063438245,0.0
2252,55.07018063438245,0.0
2253,55.07018063438245,0.0
2254,55.07018063438245,0.0
2255,55.07018063438245,0.0
2256,55.07018063438245,0.0
2257,55.07018063438245,0.0
2258,55.07018063438245,0.0
2259,55.07018063438245,0.0
2260,55.07018063438245,0.0
2261,55.07018063438245,0.0
2262,55.07018063438245,0.0
2263,55.07018063438245,0.0
2264,55.07018063438245,0.0
2265,55.07018063438245,0.0
2266,55.07018063438245,0.0
2267,55.07018063438245,0.0
2268,55.07018063438245,0.0
2269,55.07018063438245,0.0
2270,55.07018063438245,0.0
2271,55.07018063438245,0.0
2272,55.07018063438245,0.0
2273,55.07018063438245,0.0
2274,55.07018063438245,0.0
2275,55.07018063438245,0.0
2276,55.07018063438245,0.0
2277,55.07018063438245,0.0
2278,55.07018063438245,0.0
2279,55.07018063438245,0.0
2280,55.07018063438245,0.0
2281,55.07018063438245,0.0
2282,55.07018063438245,0.0
2283,55.07018063438245,0.0
2284,55.07018063438245,0.0
2285,55.07018063438245,0.0
2286,55.07018063438245,0.0
2287,55.07018063438245,0.0
2288,55.07018063438245,0.0
2289,55.07018063438245,0.0
2290,55.07018063438245,0.0
2291,55.07018063438245,0.0
2292,55.07018063438245,0.0
2293,55.07018063438245,0.0
2294,55.07018063438245,0.0
2295,55.07018063438245,0.0
2296,55.07018063438245,0.0
2297,55.07018063438245,0.0
2298,55.07018063438245,0.0
2299,55.07018063438245,0.0
2300,55.07018063438245,0.0
2301,55.07018063438245,0.0
2302,55.07018063438245,0.0
2303,55.07018063438245,0.0
2304,55.07018063438245,0.0
2305,55.07018063438245,0.0
2306,55.07018063438245,0.0
2307,55.07018063438245,0.0
2308,55.07018063438245,0.0
2309,55.07018063438245,0.0
2310,55.07018063438245,0.0
2311,55.07018063438245,0.0
2312,55.07018063438245,0.0
2313,55.07018063438245,0.0
2314,55.07018063438245,0.0
2315,55.07018063438245,0.0
2316,55.07018063438245,0.0
2317,55.07018063438245,0.0
2318,55.07018063438245,0.0
2319,55.07018063438245,0.0
2320,55.07018063438245,0.0
2321,55.07018063438245,0.0
2322,55.07018063438245,0.0
2323,55.07018063438245,0.0
2324,55.07018063438245,0.0
2325,55.07018063438245,0.0
2326,55.07018063438245,0.0
2327,55.07018063438245,0.0
2328,55.07018063438245,0.0
2329,55.07018063438245,0.0
2330,55.07018063438245,0.0
2331,55.07018063438245,0.0
2332,55.07018063438245,0.0
2333,55.07018063438245,0.0
2334,55.07018063438245,0.0
2335,55.07018063438245,0.0
2336,55.07018063438245,0.0
2337,55.07018063438245,0.0
2338,55.07018063438245,0.0
2339,55.07018063438245,0.0
2340,55.07018063438245,0.0
2341,55.07018063438245,0.0
2342,55.07018063438245,0.0
2343,55.07018063438245,0.0
2344,55.07018063438245,0.0
2345,55.07018063438245,0.0
2346,55.07018063438245,0.0
2347,55.07018063438245,0.0
2348,55.07018063438245,0.0
2349,55.07018063438245,0.0
2350,55.07018063438245,0.0
2351,55.07018063438245,0.0
2352,55.07018063438245,0.0
2353,55.07018063438245,0.0
2354,55.07018063438245,0.0
2355,55.07018063438245,0.0
2356,55.07018063438245,0.0
2357,55.07018063438245,0.0
2358,55.07018063438245,0.0
2359,55.07018063438245,0.0
2360,55.07018063438245,0.0
2361,55.07018063438245,0.0
2362,55.07018063438245,0.0
2363,55.07018063438245,0.0
2364,55.07018063438245,0.0
2365,55.07018063438245,0.0
2366,55.07018063438245,0.0
2367,55.07018063438245,0.0
2368,55.07018063438245,0.0
2369,55.07018063438245,0.0
2370,55.07018063438245,0.0
2371,55.07018063438245,0.0
2372,55.07018063438245,0.0
2373,55.07018063438245,0.0
2374,55.07018063438245,0.0
2375,55.07018063438245,0.0
2376,55.07018063438245,0.0
2377,55.07018063438245,0.0
2378,55.07018063438245,0.0
2379,55.07018063438245,0.0
2380,55.07018063438245,0.0
2381,55.07018063438245,0.0
2382,55.07018063438245,0.0
2383,55.07018063438245,0.0
2384,55.07018063438245,0.0
2385,55.07018063438245,0.0
2386,55.07018063438245,0.0
2387,55.07018063438245,0.0
2388,55.07018063438245,0.0
2389,55.07018063438245,0.0
2390,55.07018063438245,0.0
2391,55.07018063438245,0.0
2392,55.07018063438245,0.0
2393,55.07018063438245,0.0
2394,55.07018063438245,0.0
2395,55.07018063438245,0.0
2396,55.07018063438245,0.0
2397,55.07018063438245,0.0
2398,55.07018063438245,0.0
2399,55.07018063438245,0.0
2400,55.07018063438245,0.0
2401,55.07018063438245,0.0
2402,55.07018063438245,0.0
2403,55.07018063438245,0.0
2404,55.07018063438245,0.0
2405,55.07018063438245,0.0
2406,55.07018063438245,0.0
2407,55.07018063438245,0.0
2408,55.07018063438245,0.0
2409,55.07018063438245,0.0
2410,55.07018063438245,0.0
2411,55.07018063438245,0.0
2412,55.07018063438245,0.0
2413,55.07018063438245,0.0
2414,55.07018063438245,0.0
2415,55.07018063438245,0.0
2416,55.07018063438245,0.0
2417,55.07018063438245,0.0
2418,55.07018063438245,0.0
2419,55.07018063438245,0.0
2420,55.07018063438245,0.0
2421,55.07018063438245,0.0
2422,55.07018063438245,0.0
2423,55.07018063438245,0.0
2424,55.07018063438245,0.0
2425,55.07018063438245,0.0
2426,55.07018063438245,0.0
2427,55.07018063438245,0.0
2428,55.07018063438245,0.0
2429,55.07018063438245,0.0
2430,55.07018063438245,0.0
2431,55.07018063438245,0.0
2432,55.07018063438245,0.0
2433,55.07018063438245,0.0
2434,55.07018063438245,0.0
2435,55.07018063438245,0.0
2436,55.07018063438245,0.0
2437,55.07018063438245,0.0
2438,55.07018063438245,0.0
2439,55.07018063438245,0.0
2440,55.07018063438245,0.0
2441,55.07018063438245,0.0
2442,55.07018063438245,0.0
2443,55.07018063438245,0.0
2444,55.07018063438245,0.0
2445,55.07018063438245,0.0
2446,55.07018063438245,0.0
2447,55.07018063438245,0.0
2448,55.07018063438245,0.0
2449,55.07018063438245,0.0
