Years,predicted_mean,% Change
2018,109.0,
2019,-0.055894091852858985,-100.05127898335124
2020,0.08106275531817081,-245.02920189054728
2021,-0.036078652263899655,-144.50706384490778
2024,-0.11067134369126137,206.75021583885288
2025,-0.18775866137010258,69.6542710223984
2026,-0.18775866137010258,0.0
2027,-0.18775866137010258,0.0
2028,-0.18775866137010258,0.0
2029,-0.18775866137010258,0.0
2030,-0.18775866137010258,0.0
2031,-0.18775866137010258,0.0
2032,-0.18775866137010258,0.0
2033,-0.18775866137010258,0.0
2034,-0.18775866137010258,0.0
2035,-0.18775866137010258,0.0
2036,-0.18775866137010258,0.0
2037,-0.18775866137010258,0.0
2038,-0.18775866137010258,0.0
2039,-0.18775866137010258,0.0
2040,-0.18775866137010258,0.0
2041,-0.18775866137010258,0.0
2042,-0.18775866137010258,0.0
2043,-0.18775866137010258,0.0
2044,-0.18775866137010258,0.0
2045,-0.18775866137010258,0.0
2046,-0.18775866137010258,0.0
2047,-0.18775866137010258,0.0
2048,-0.18775866137010258,0.0
2049,-0.18775866137010258,0.0
2050,-0.18775866137010258,0.0
2051,-0.18775866137010258,0.0
2052,-0.18775866137010258,0.0
2053,-0.18775866137010258,0.0
2054,-0.18775866137010258,0.0
2055,-0.18775866137010258,0.0
2056,-0.18775866137010258,0.0
2057,-0.18775866137010258,0.0
2058,-0.18775866137010258,0.0
2059,-0.18775866137010258,0.0
2060,-0.18775866137010258,0.0
2061,-0.18775866137010258,0.0
2062,-0.18775866137010258,0.0
2063,-0.18775866137010258,0.0
2064,-0.18775866137010258,0.0
2065,-0.18775866137010258,0.0
2066,-0.18775866137010258,0.0
2067,-0.18775866137010258,0.0
2068,-0.18775866137010258,0.0
2069,-0.18775866137010258,0.0
2070,-0.18775866137010258,0.0
2071,-0.18775866137010258,0.0
2072,-0.18775866137010258,0.0
2073,-0.18775866137010258,0.0
2074,-0.18775866137010258,0.0
2075,-0.18775866137010258,0.0
2076,-0.18775866137010258,0.0
2077,-0.18775866137010258,0.0
2078,-0.18775866137010258,0.0
2079,-0.18775866137010258,0.0
2080,-0.18775866137010258,0.0
2081,-0.18775866137010258,0.0
2082,-0.18775866137010258,0.0
2083,-0.18775866137010258,0.0
2084,-0.18775866137010258,0.0
2085,-0.18775866137010258,0.0
2086,-0.18775866137010258,0.0
2087,-0.18775866137010258,0.0
2088,-0.18775866137010258,0.0
2089,-0.18775866137010258,0.0
2090,-0.18775866137010258,0.0
2091,-0.18775866137010258,0.0
2092,-0.18775866137010258,0.0
2093,-0.18775866137010258,0.0
2094,-0.18775866137010258,0.0
2095,-0.18775866137010258,0.0
2096,-0.18775866137010258,0.0
2097,-0.18775866137010258,0.0
2098,-0.18775866137010258,0.0
2099,-0.18775866137010258,0.0
2100,-0.18775866137010258,0.0
2101,-0.18775866137010258,0.0
2102,-0.18775866137010258,0.0
2103,-0.18775866137010258,0.0
2104,-0.18775866137010258,0.0
2105,-0.18775866137010258,0.0
2106,-0.18775866137010258,0.0
2107,-0.18775866137010258,0.0
2108,-0.18775866137010258,0.0
2109,-0.18775866137010258,0.0
2110,-0.18775866137010258,0.0
2111,-0.18775866137010258,0.0
2112,-0.18775866137010258,0.0
2113,-0.18775866137010258,0.0
2114,-0.18775866137010258,0.0
2115,-0.18775866137010258,0.0
2116,-0.18775866137010258,0.0
2117,-0.18775866137010258,0.0
2118,-0.18775866137010258,0.0
2119,-0.18775866137010258,0.0
2120,-0.18775866137010258,0.0
2121,-0.18775866137010258,0.0
2122,-0.18775866137010258,0.0
2123,-0.18775866137010258,0.0
2124,-0.18775866137010258,0.0
2125,-0.18775866137010258,0.0
2126,-0.18775866137010258,0.0
2127,-0.18775866137010258,0.0
2128,-0.18775866137010258,0.0
2129,-0.18775866137010258,0.0
2130,-0.18775866137010258,0.0
2131,-0.18775866137010258,0.0
2132,-0.18775866137010258,0.0
2133,-0.18775866137010258,0.0
2134,-0.18775866137010258,0.0
2135,-0.18775866137010258,0.0
2136,-0.18775866137010258,0.0
2137,-0.18775866137010258,0.0
2138,-0.18775866137010258,0.0
2139,-0.18775866137010258,0.0
2140,-0.18775866137010258,0.0
2141,-0.18775866137010258,0.0
2142,-0.18775866137010258,0.0
2143,-0.18775866137010258,0.0
2144,-0.18775866137010258,0.0
2145,-0.18775866137010258,0.0
2146,-0.18775866137010258,0.0
2147,-0.18775866137010258,0.0
2148,-0.18775866137010258,0.0
2149,-0.18775866137010258,0.0
2150,-0.18775866137010258,0.0
2151,-0.18775866137010258,0.0
2152,-0.18775866137010258,0.0
2153,-0.18775866137010258,0.0
2154,-0.18775866137010258,0.0
2155,-0.18775866137010258,0.0
2156,-0.18775866137010258,0.0
2157,-0.18775866137010258,0.0
2158,-0.18775866137010258,0.0
2159,-0.18775866137010258,0.0
2160,-0.18775866137010258,0.0
2161,-0.18775866137010258,0.0
2162,-0.18775866137010258,0.0
2163,-0.18775866137010258,0.0
2164,-0.18775866137010258,0.0
2165,-0.18775866137010258,0.0
2166,-0.18775866137010258,0.0
2167,-0.18775866137010258,0.0
2168,-0.18775866137010258,0.0
2169,-0.18775866137010258,0.0
2170,-0.18775866137010258,0.0
2171,-0.18775866137010258,0.0
2172,-0.18775866137010258,0.0
2173,-0.18775866137010258,0.0
2174,-0.18775866137010258,0.0
2175,-0.18775866137010258,0.0
2176,-0.18775866137010258,0.0
2177,-0.18775866137010258,0.0
2178,-0.18775866137010258,0.0
2179,-0.18775866137010258,0.0
2180,-0.18775866137010258,0.0
2181,-0.18775866137010258,0.0
2182,-0.18775866137010258,0.0
2183,-0.18775866137010258,0.0
2184,-0.18775866137010258,0.0
2185,-0.18775866137010258,0.0
2186,-0.18775866137010258,0.0
2187,-0.18775866137010258,0.0
2188,-0.18775866137010258,0.0
2189,-0.18775866137010258,0.0
2190,-0.18775866137010258,0.0
2191,-0.18775866137010258,0.0
2192,-0.18775866137010258,0.0
2193,-0.18775866137010258,0.0
2194,-0.18775866137010258,0.0
2195,-0.18775866137010258,0.0
2196,-0.18775866137010258,0.0
2197,-0.18775866137010258,0.0
2198,-0.18775866137010258,0.0
2199,-0.18775866137010258,0.0
2200,-0.18775866137010258,0.0
2201,-0.18775866137010258,0.0
2202,-0.18775866137010258,0.0
2203,-0.18775866137010258,0.0
2204,-0.18775866137010258,0.0
2205,-0.18775866137010258,0.0
2206,-0.18775866137010258,0.0
2207,-0.18775866137010258,0.0
2208,-0.18775866137010258,0.0
2209,-0.18775866137010258,0.0
2210,-0.18775866137010258,0.0
2211,-0.18775866137010258,0.0
2212,-0.18775866137010258,0.0
2213,-0.18775866137010258,0.0
2214,-0.18775866137010258,0.0
2215,-0.18775866137010258,0.0
2216,-0.18775866137010258,0.0
2217,-0.18775866137010258,0.0
2218,-0.18775866137010258,0.0
2219,-0.18775866137010258,0.0
2220,-0.18775866137010258,0.0
2221,-0.18775866137010258,0.0
2222,-0.18775866137010258,0.0
2223,-0.18775866137010258,0.0
2224,-0.18775866137010258,0.0
2225,-0.18775866137010258,0.0
