Years,predicted_mean,% Change
2018,232.0,
2019,2156.3352684851106,829.4548571056512
2020,1900.3587680901032,-11.87090449876278
2021,1159.2548342239832,-38.99810637393188
2023,1932.3038744584312,66.68499603471008
2024,2028.2085046013601,4.963227130608949
2025,2028.2085046013601,0.0
2026,2028.2085046013601,0.0
2027,2028.2085046013601,0.0
2028,2028.2085046013601,0.0
2029,2028.2085046013601,0.0
2030,2028.2085046013601,0.0
2031,2028.2085046013601,0.0
2032,2028.2085046013601,0.0
